35000 100000
22712 3136 4519
11921 19403 3400
31042 10590 6663
9712 34702 7971
10775 18524 1600
29014 4056 2792
14290 15783 9930
24675 11600 7077
19243 1692 9688
31538 15274 5751
20283 31759 8366
29555 29483 6351
17191 175 1472
13830 29095 9681
14483 29401 4842
13794 2498 8018
34074 31142 7940
2872 6259 6480
4505 7017 6145
15312 1218 2890
28104 20977 9093
3466 31538 3610
21533 4192 2943
14433 34670 6173
34142 25093 8701
14941 5756 2433
18423 29084 5344
10304 12566 2420
7919 33630 9951
22437 34217 6807
22396 7664 6558
19592 24645 6509
21739 5128 358
25279 19198 6245
27995 8189 3090
8348 19326 9382
26373 14177 92
13758 15613 5400
1445 16289 2889
3161 6009 1020
22698 5111 2746
5296 19157 3397
14151 16638 2541
32381 5263 1132
3825 26489 3555
15879 10049 7729
4012 7209 2610
7063 30816 2
27769 32065 2684
7468 8749 690
3720 7468 6844
22357 9036 8214
17208 4501 6745
32243 32216 5858
11746 17039 9864
3949 32436 9413
18567 30815 7705
29138 5133 9358
34530 16465 151
9097 10513 7005
23942 14039 2772
23314 28952 7558
15735 13002 6017
34181 1643 6981
14750 5014 5252
28632 7060 5135
10921 30596 6550
21954 2021 3454
29416 25206 9844
12688 34426 9036
633 15181 4113
23950 6682 7084
18523 2733 9666
22276 33669 8956
17799 9748 8017
243 27553 9140
2510 32243 3170
27789 15076 7822
8916 6935 4230
1163 15256 632
30322 7290 1559
16279 953 2700
12414 14349 8139
1824 4049 9355
21678 19106 1011
25516 11175 1195
28827 21829 6847
33884 29424 7821
28510 34292 3091
1171 30379 8717
13071 34834 6281
33306 22334 2562
4904 30270 4880
24666 12274 4010
9031 26172 5602
20355 10957 278
25712 16690 5260
32114 2998 4266
14674 5467 7933
34939 6374 5516
4327 25208 5230
23927 21440 6803
632 22727 8556
21931 16360 6916
28782 25006 2332
20379 27440 790
21221 24378 3576
28217 3804 6625
33737 17674 2800
34643 16279 6737
11580 32826 5031
3427 31202 2557
8206 18550 6723
6998 3661 287
20039 16782 276
30897 18956 4809
32004 10698 1105
19202 22092 4535
6573 11831 630
24600 27706 563
17755 27496 8235
17087 32115 5940
32724 22372 3837
27081 16131 7592
30368 21111 8687
1579 7352 4177
5432 6966 3773
20599 28303 6038
10440 9230 3444
32739 25174 7682
20729 1758 3107
3186 32473 4223
10229 10263 3741
14484 24182 1982
5182 31869 8945
32820 34350 5062
6860 2049 5568
26293 33607 5765
25888 11736 6447
15705 27041 134
32929 22457 8324
329 30665 9548
12449 16423 4325
1275 9339 1766
6237 13664 1828
3430 2700 7415
1613 6764 6631
12797 7701 7431
18988 27012 5679
34220 20543 4389
3570 3831 2185
20158 29387 8441
633 21443 8891
5796 28617 4584
17572 4482 3668
34530 11646 4340
27226 32637 7480
2218 26403 2535
25535 17066 7155
21850 8825 8902
9990 12082 8467
31286 9039 2650
21918 16750 8704
19244 33771 6694
30290 10313 2574
19085 13364 2970
28978 11507 6696
22570 10012 25
25367 29404 9868
2911 3702 7505
18593 26990 2251
22218 24187 497
21568 32969 4854
983 272 2928
30088 26856 8777
872 21541 5755
12561 11500 191
7993 18192 8959
22599 5624 9108
32656 8455 5367
22932 31620 1063
18686 20253 3547
34553 14428 8266
14731 1953 7730
23999 10594 4436
24728 12961 6627
1839 32787 7813
18729 18742 37
10098 24327 905
8331 20890 1087
10741 12304 8103
23506 9743 7049
20680 33434 9611
1776 34986 9278
32221 5289 7652
3141 14094 8701
27986 7267 5813
31496 9870 9660
23246 12020 3117
20084 7043 7924
33078 11829 3252
25182 21074 1142
29846 23709 1215
24621 28361 7110
18535 7015 8707
6810 24721 6860
29278 18201 8867
24429 5258 4401
24296 34872 6292
10885 32822 3909
20662 11957 9260
18877 23668 664
1876 29404 5030
5354 5834 6172
17833 5410 32
31308 8255 3836
22932 14541 8256
17078 1686 2301
34828 24697 4239
30358 25899 1582
7330 26167 1817
6117 31587 4967
27113 27936 3266
19594 25045 4765
32620 26325 7485
28679 10593 7593
20478 21511 3
25339 6640 2538
29080 17646 7263
2138 10388 3585
19039 25663 4291
2050 13709 9008
20474 20675 9327
21191 12799 4543
19386 20110 455
12266 31047 5064
2073 30605 10000
29767 31862 1995
18397 23133 2241
18963 12993 4369
1165 2873 8503
20068 11014 3416
16524 29995 2165
13383 27728 3125
28909 10345 6716
8221 22128 9520
2054 15058 6124
30165 26858 7805
21651 14439 1785
26748 15407 9867
21322 19987 7696
14939 4057 846
19173 25369 1924
6071 29130 6393
13753 7919 7951
7724 6132 9414
32351 31978 7857
23931 3080 2020
4570 32520 7942
9757 7974 4324
24955 34983 5738
2215 8802 2616
7492 1345 1071
19805 459 8793
25780 14654 8477
29243 17120 7809
8239 16344 7773
3736 32226 1816
5209 24759 4274
4234 18055 2925
20704 4746 7315
25387 20408 9651
1465 33411 3608
15670 28534 9097
18449 16741 273
979 9789 7738
4384 34310 7325
5389 20635 2659
15657 24747 7833
2351 19399 3492
10338 10926 6334
26962 19643 5134
20845 32174 4647
28660 31624 482
23033 7862 5177
26520 21482 6121
30674 15578 1747
22990 1419 1557
29671 26203 2014
29893 23936 3523
19302 5992 4227
9652 27074 3382
32445 20206 4787
18309 25863 7821
11520 27382 3215
30075 21753 8998
254 16590 5128
14852 22877 5570
30371 27636 4032
20535 32289 6659
14755 7775 7161
4723 1121 3270
22234 23713 3530
34053 21070 8267
14037 10870 6049
22521 19666 3962
31334 15296 3460
1541 16102 5210
34231 19419 5677
1460 13479 4646
17464 2608 9879
23288 18089 3853
33121 24799 7463
2721 16439 12
10427 31513 1975
21808 28616 6819
9811 22672 9014
18013 2127 4259
1869 3902 713
7818 680 2908
22428 1781 2702
21640 2870 6917
22787 6894 7122
2708 25618 5436
15767 34551 2030
17052 1665 9102
18656 11359 8842
546 18038 6705
21606 1346 6320
16365 33643 5133
22188 7802 4307
30033 25433 5181
26930 32305 3093
10517 30858 3890
1315 30490 297
32276 8853 3107
19341 26197 6375
29922 34052 6918
1823 21021 3683
23113 24669 284
28014 1838 5712
13804 25113 9628
3494 8037 4444
31096 21427 7100
32173 31321 8925
23393 34524 2506
23635 13484 484
13004 7565 4847
32464 32893 599
10641 19568 1471
13309 5429 6258
15615 19453 5999
285 2440 7992
22653 17587 816
4038 4125 4114
6688 22197 2503
30373 11184 5172
17497 6866 1060
24096 22372 3816
9906 11350 3707
8082 17291 8046
22644 28881 9641
13099 6611 1121
17881 33076 1802
34751 27484 248
2372 14667 4128
30149 4034 1253
24974 25708 3951
31566 13914 8169
18937 12793 5046
1315 30613 6855
26414 667 5231
16622 14300 7422
25536 8442 6371
11102 21802 1124
3399 4904 6700
7059 19516 2169
436 11950 2581
21897 24153 4703
32633 11186 3612
19309 6356 5707
33661 13655 4426
2679 16593 6025
20847 23675 3362
32241 32738 7632
16773 30873 7774
19166 25945 8839
17330 32901 2253
15406 6276 4089
31816 33232 8462
14942 27250 2177
15726 20981 501
18942 16600 4653
22785 30978 7683
1876 32130 1183
33651 23714 2343
9223 26461 1588
1869 13365 105
20552 30793 418
28657 10817 9369
21681 5227 7622
24852 26963 4902
16155 22828 3441
24059 19744 9446
17903 13916 4293
872 19102 896
2366 7824 3477
9209 20672 8374
11597 4328 4227
24647 2859 3180
5280 3669 6211
14332 1489 7404
12918 27136 5756
34935 30170 8531
14812 28249 9812
19544 22254 6532
134 13684 2880
13418 14222 9251
23699 13166 864
6775 32198 4065
6751 23039 2739
33599 10643 9810
10501 19779 4593
28147 1326 2630
31473 9195 7790
3488 8745 811
32411 595 90
9428 13072 7456
29975 19495 3774
30994 23526 2173
1968 11705 7111
27489 28590 1571
24057 32116 4081
19760 24649 1876
17380 24252 3901
4825 26101 325
23104 23672 9803
4701 31692 8848
34280 6307 7599
12592 33559 9086
13347 4329 7948
16743 9797 7335
3842 9148 2008
33708 26049 8939
7695 12808 3885
21983 9959 6543
28942 18979 8174
10168 34481 1777
6320 29789 5161
34018 30875 3953
17068 17213 8174
24555 1539 5383
6066 31936 9205
27060 33291 8370
17784 2364 3142
20477 19375 7648
13630 6235 7110
19641 33723 2852
22644 28820 1352
16582 30254 3434
22827 22156 7574
2051 17854 5623
29133 11536 9649
20694 4252 330
21262 30401 1981
14036 24622 6269
24246 31174 1558
27120 21973 8794
2262 702 8954
13510 14323 8350
17982 30967 5926
9457 33835 2735
11566 6770 9333
25493 10875 4618
15008 1420 9124
26317 13767 517
22144 24777 5205
18558 30532 2049
8070 29136 9590
6302 6401 8769
26744 14721 6801
13299 13039 6084
5442 23431 4962
19018 12342 4651
20748 2048 826
1614 15984 3829
21001 30345 7488
20713 5004 7856
34467 26529 3051
17809 1938 6634
1923 29704 7878
5282 6177 7068
5502 32536 6322
34285 5928 1042
12103 24155 5642
11926 21764 124
1330 31138 7771
30251 25062 5152
14340 30978 7148
7151 21473 7791
350 10877 4553
4997 136 6882
32157 23039 454
13103 29328 1019
9272 17207 8624
25267 31277 5502
13304 12759 5232
12625 19294 5242
11383 18530 1196
9913 17850 9563
12566 14330 2391
7020 12813 2378
33399 12555 7400
22894 32340 8511
13531 30533 9347
12977 596 729
9792 28534 9745
18584 17000 9975
4576 21039 7146
11151 25923 8933
34352 19309 4698
12056 23699 130
15139 32754 2672
24593 27658 6801
16043 12045 7113
34015 8298 3438
19276 11911 944
3937 24958 5046
10207 22837 7742
3364 6615 5090
10621 13215 7073
27989 17573 1343
25402 5102 3398
26401 21193 308
19771 27756 9259
6163 29943 4945
31720 23022 256
5062 26279 843
33934 14135 2846
3270 5784 5032
25236 21528 5974
16578 13709 2662
19917 10546 237
10063 24207 3180
7413 26147 6200
25506 30869 8959
17821 629 8030
22717 16711 6399
4462 31855 5972
8277 1135 3189
16935 11438 6586
13823 27581 8218
31355 17513 5920
10888 12440 2288
25859 31209 995
5645 4893 8680
9869 514 1747
27119 34284 4852
33788 6420 253
23777 31725 6078
15186 31154 3326
32190 20061 660
2182 11690 1465
12238 28114 8212
1925 17198 7120
13014 20022 4372
21035 9399 3827
21784 10833 290
24829 4719 1302
25257 8017 1924
4556 12823 556
6238 25485 5320
7814 28981 448
28238 9254 8695
17713 28231 8788
30634 5562 4849
12452 19007 9278
19758 6809 1588
595 25149 6430
7910 20868 1469
8153 4494 2433
3914 16563 63
7939 22619 913
3065 8957 1623
26311 26089 9296
27097 26074 1821
13008 9301 7931
9700 30421 5828
3783 1281 1190
1394 5257 8166
22893 21603 1191
33230 16436 3215
28986 17884 5141
24017 28223 2905
1883 5014 6876
33820 33401 3189
28864 22531 1717
31216 17425 997
1348 8058 6476
13387 4701 9746
5870 1618 7962
17652 29750 7291
27137 22950 5709
19432 24537 553
30644 17311 391
10780 9782 1192
21790 34032 2589
16152 7741 9586
1476 26419 1753
17227 27473 5166
6206 25208 6583
3139 32878 1512
20023 10766 5594
24211 25288 3958
30101 27546 2984
2509 23903 410
14544 33335 836
17884 28840 8686
19479 34472 3248
1669 21586 4201
6260 11799 2964
12408 19860 9890
545 8167 9849
21320 8819 1098
14430 10099 1705
31801 6415 1841
27775 16343 490
34924 19023 8048
21239 15397 3252
28531 6590 9117
34274 15856 3274
8361 10825 3538
4520 24389 7032
34209 17847 9685
16693 27196 8728
25931 24678 2192
134 28775 5282
23420 5125 6649
11355 11118 9761
4741 4278 3999
15022 58 6293
52 29078 5868
7446 21240 3060
4393 7560 8249
33347 4950 4301
23246 14843 5886
29512 12470 4786
2084 10221 5835
3971 32864 1557
34968 23017 9572
3224 13902 2629
19012 32730 8048
20622 5355 9256
27416 6535 9008
10122 6830 1314
13421 13612 8978
21936 8656 8487
4832 27563 398
15133 22317 527
15238 26835 4552
12442 7425 1258
3725 22470 3617
7702 19915 9446
31078 5838 4708
14847 757 4646
19772 15175 8667
23457 13400 5666
12651 33026 2829
5313 33047 3419
12661 7346 7239
10720 18490 6069
629 6528 2627
31142 10252 4809
15880 17933 2584
1672 9237 9516
3827 10626 8157
26172 30045 1777
10562 6254 2706
26517 5016 1150
23389 18632 4623
26453 8313 2556
905 23093 8823
10240 27913 7679
2967 24152 1732
32971 26878 4025
32065 5951 9644
20818 25316 9543
24939 32210 1262
12366 17440 94
9340 34134 7050
9935 28209 172
21356 20745 7796
27246 25687 6323
8459 33604 9646
17412 1184 1087
8049 32324 8840
10950 16247 2765
17804 29378 3802
33528 25260 5125
26686 18095 3409
19202 25281 3181
4398 11428 1368
17105 29960 4034
6331 5444 1506
2738 21077 1694
283 30067 7624
34914 11322 7521
2919 16046 9573
27280 373 3892
12705 1730 9819
22158 13230 8156
30791 20923 7152
28374 12823 5800
25042 10096 4293
105 17510 9318
26550 21988 2425
33749 4828 925
30553 2050 9371
19641 19052 453
30032 16697 9061
14611 18844 2440
26051 14183 7937
27444 30026 1958
32574 30007 6636
15922 13214 2796
24161 5386 2134
28704 6359 9918
2026 5986 1545
33420 25591 623
12550 7808 2231
10210 14714 6289
28736 31328 4232
4708 31708 8109
33003 23200 1032
8343 4381 6932
19548 7571 4872
19700 23057 5908
32769 29799 6735
5479 12904 8086
13735 28585 7926
25610 2111 3256
6352 5784 9374
17325 22213 5347
33664 27719 5105
7592 9930 106
6844 9156 2994
16047 7606 942
7935 34293 7444
27646 10201 2813
7018 7609 9699
361 8661 9666
12640 20367 3016
14855 13128 2989
31217 9219 8491
5782 2968 3952
12194 17480 7994
17405 19589 4666
32879 1456 6797
6932 30249 1270
12059 28058 4784
2810 21369 594
8963 960 8869
20849 17918 6518
32369 20942 1149
24721 8650 5984
22290 31092 7109
20129 17407 8097
33186 26667 8852
7759 25647 6176
28058 438 6151
22963 13234 169
14866 21863 8605
18039 12635 6994
26673 7023 5200
20574 25726 1978
24117 4031 178
31949 32918 4696
13962 6319 7169
10613 2299 2089
26105 15587 7548
22508 28756 8984
23400 13346 4812
288 23095 830
568 13674 1384
23123 22104 5627
30290 13583 1691
14347 26811 9949
23684 29646 7953
21071 21270 3643
26523 5485 3747
30304 26785 7694
27355 8611 3834
10306 33083 4469
31671 14772 6396
20226 25538 3978
14269 34670 7690
34373 24809 4927
8485 10943 72
23820 18329 2936
11162 3999 4903
15326 33123 1670
26117 2558 7229
29553 1329 8090
1770 33404 5710
18362 9927 3561
32342 26266 2274
13069 2126 9598
11982 34126 2109
4679 32450 6144
30841 13667 1749
17524 25311 8019
16573 21319 3614
9714 4488 8090
16507 3550 2862
32654 25148 9185
18707 1131 1741
33453 5069 652
15390 11875 1869
30558 16666 3873
4231 4912 4864
25217 24463 5298
1275 15505 9978
32389 26672 4920
33860 2257 1141
1775 22065 1821
22609 5097 1439
3220 22616 7930
665 26818 3226
6130 11433 6116
33252 22101 3660
6584 9604 6178
13264 17976 7355
17481 22701 2327
20773 9578 8961
30134 16125 7342
12082 8480 6568
2726 7105 5429
26764 18017 8081
11873 644 1597
25547 33712 254
20443 11283 2494
8130 30678 9540
2022 8105 7590
14008 34588 9608
28043 12277 1434
34041 30536 1545
15770 6937 5469
9046 3923 8934
5189 21152 2423
13216 20281 7126
17067 1155 9814
8217 14993 6630
29656 9472 8636
6216 27356 5798
24214 27420 4407
28205 12678 3657
24802 30851 6100
10587 21530 8624
29220 24466 626
14468 28805 2970
18356 27888 8562
30836 29667 8120
29624 34695 8859
25965 30268 5674
18819 11288 6162
30423 19282 1036
12514 12332 516
26178 14804 3593
4801 4730 5287
34912 4483 4249
11309 24007 4027
9149 1941 7713
19298 16277 8058
28166 34160 3437
9974 20549 1160
5926 11913 5454
11205 7268 8608
18274 3950 9085
22634 15720 2665
4557 22006 8247
5162 2548 7308
30549 1327 4162
26671 10102 3952
19722 16605 6521
8564 19553 9158
8584 10412 4264
33434 9258 9092
22757 19111 6165
1793 28587 7688
23811 30007 4448
7332 6301 4487
30525 3950 3880
28432 28436 4124
17562 27793 1588
8053 9190 5048
23820 24403 9043
16722 10353 3767
3594 32132 2703
22318 34577 3139
1452 8940 3773
34374 23233 6893
11075 22777 1964
17699 8197 3030
21579 15281 8794
16369 542 4479
33722 16035 4510
22072 3349 9513
34968 29822 3052
20160 25369 2969
12988 733 7367
32105 22081 1718
29952 31038 2318
814 16848 847
22354 629 4333
3091 19753 6197
406 5870 4381
27671 25658 8086
7045 22537 9670
4961 31296 2842
16724 4471 4993
7376 8028 4243
17698 10372 8767
32181 13084 5831
19586 5626 4683
32170 30650 1171
24061 33806 9253
5860 20126 7862
5808 34570 7322
14521 27934 1170
12526 13408 9939
28174 20877 7597
5579 21601 4114
22286 22782 4909
18833 11929 1972
12583 29919 364
34617 24843 6005
3953 24483 5888
20046 25674 5616
30460 15455 4740
4493 14063 8272
6751 8064 1791
3858 19807 8080
22258 16690 9530
19498 15602 4965
18730 6657 3337
157 32809 1376
30616 27452 6455
22690 17654 3819
17145 31042 4620
26830 21265 8772
17465 19206 954
24280 25344 4919
15782 16098 3783
28655 19817 8985
13371 12583 6074
6595 11414 7178
16657 28578 9530
1399 1031 8201
18620 15972 1741
6226 27825 3456
28560 7842 1318
28005 17892 5360
22551 16547 5897
10566 15435 6727
29478 32512 2075
29569 28843 4629
9008 13067 6381
14724 8118 707
6450 16237 9970
26542 14577 8533
30653 3021 1444
10033 30594 4425
9797 14252 9315
12596 33975 1830
22981 17455 9618
16830 2573 800
34027 34819 2870
34384 9573 3954
14363 5636 1793
2507 25245 4736
32097 20335 4060
34090 10122 7621
241 26134 1107
8171 13211 9578
31471 24464 3713
11228 4525 183
12396 4571 7131
16298 20247 5312
4645 15014 8472
872 6956 8336
16931 17545 6820
13235 7457 9636
24473 26466 6528
14077 34018 1814
33545 19760 9045
25175 14044 6298
22982 27011 2007
7361 21426 9947
9012 25447 139
9823 30781 6647
14385 19361 226
9462 26619 3490
27609 21502 5905
22168 34416 3713
16637 7253 5887
5009 11711 728
15829 33024 6460
8793 14704 3266
19978 32972 2168
17869 17080 382
25679 14354 673
6523 24609 821
1273 1802 2450
18096 3947 3162
18947 29449 5670
2038 8474 9766
34963 22720 6061
13545 2811 5
5798 25452 922
22128 27661 679
32400 16629 5496
24216 10202 1898
6804 31764 2757
5477 23078 1174
31677 4216 9476
18049 17050 2189
30351 33357 623
3527 31168 898
17960 14655 8820
21266 1804 3166
7497 33187 8427
20921 9668 5441
19642 14365 1953
26008 18927 1057
2881 22993 1876
8337 12210 9720
25867 6271 9342
25662 9952 8875
33421 31116 6828
19224 1681 696
13355 17055 3614
20998 23923 4873
4871 5227 8193
885 5401 9905
16302 17746 5669
17136 23921 3590
21190 18951 5917
26513 26279 7547
12402 12561 839
11915 2609 5679
3813 13296 4865
34871 30366 5855
28778 6484 2791
21365 27545 1376
10273 15618 5359
6021 15953 1345
22978 30195 8447
8896 30309 4640
33490 24175 4754
17248 21392 100
13757 19402 511
34589 30866 9865
23083 19268 3855
7627 1857 7982
24869 2152 9372
11800 1827 1232
24809 3734 4895
33214 33761 8329
18649 10882 4531
11026 14340 987
27458 21335 5360
34080 13260 604
33235 13115 7015
30804 27741 3168
18982 31731 1768
13695 31838 5720
26097 1336 9758
19737 22621 4127
23378 9653 1779
32144 19212 7980
15407 19739 3350
28976 25500 6374
25931 22622 2041
9487 9360 3644
7076 20539 2784
32304 9480 5385
32059 2439 2115
29892 5954 9975
23311 18315 3487
27609 33464 7830
4739 14880 4950
19668 6189 2983
31394 33948 668
68 33605 9389
22250 13216 6416
335 33339 867
5032 3137 8667
34251 22164 2536
30545 25123 9248
25032 22561 963
14123 22848 7163
14569 20947 6120
28798 33225 859
21277 21658 7917
3420 17036 5127
2395 21370 8335
5083 7742 1685
29710 11981 1993
4681 9863 1382
14288 824 1561
9151 32941 4839
18927 7857 844
24237 33025 5314
1576 27130 5160
14981 10472 7864
32497 11257 8477
5518 13388 1377
20979 4273 676
17955 24798 5825
21097 149 8641
24704 22010 7435
10181 27381 6742
23512 14384 8117
2930 10928 4182
19599 7694 9956
5366 307 5327
12908 28508 2668
18715 30986 8868
27521 33285 4601
3696 4835 6059
4458 6753 118
23560 7356 3313
23605 21881 8675
13442 25226 5959
29085 21145 3790
27044 31600 5261
10889 7623 9490
3153 23457 7591
590 13879 4369
9813 31344 642
6245 27845 5065
5037 13593 5373
28759 809 3968
32738 27055 8032
38 25836 3764
5459 30613 756
27390 16904 2873
4550 27080 5664
34241 13456 836
26144 26998 5196
21008 13274 4011
1991 34898 1228
13491 10155 699
30701 33004 3636
19199 14723 492
22168 4373 2742
8694 12670 94
1177 5795 5429
8964 708 6129
22254 982 2282
25180 8893 6104
22280 1464 2602
8672 7101 6215
14273 296 1506
11983 24500 1955
18748 4618 7025
26489 23209 5787
3753 11116 8121
3033 29594 5792
4396 33749 9702
21586 23617 2638
1917 22567 4474
14075 27995 7198
13503 2382 318
10968 21485 2972
1018 11076 2609
15794 32782 2227
4174 18120 6185
11459 27230 6375
1353 7580 9509
26324 13060 760
24557 14407 8406
25328 11607 2340
3075 31524 3668
22714 1534 7315
2586 10504 4511
14676 9411 8441
769 15024 4268
5759 27835 6141
345 87 1745
19703 8002 5746
2874 8530 6273
24255 33612 8342
32841 4553 270
2913 392 1309
34001 26172 86
13384 32444 2696
7977 14660 2856
4702 31580 9426
26745 31858 7905
32841 1903 6360
22181 5949 1736
14828 34386 6175
5265 18372 4512
28893 5565 5986
3303 4709 4993
26859 17366 2359
21877 17084 1098
17070 23653 523
12237 14747 1870
30459 34798 6322
5644 26842 4784
4366 30049 4525
33265 32387 7614
33053 29463 8391
16654 16256 6140
34816 28083 73
15130 11064 5145
6246 14504 3807
4532 33915 2184
6111 23811 509
17554 9873 4323
28883 15486 8544
22452 15392 265
32829 20352 1918
23760 6383 4584
11918 10795 7347
17910 2289 9495
25991 31358 2667
8797 3018 4414
20981 11794 1706
33840 30527 4432
6851 20335 778
11257 5325 3173
33558 28430 819
1875 25830 8712
15320 8171 3012
10943 26669 1214
16364 6975 2255
15204 17947 1911
4614 3605 4812
23004 5467 2804
28384 21725 1862
14581 5027 4862
28145 34202 2884
15288 33735 6584
8558 30330 2996
24683 26625 7436
20528 4524 1834
17698 17622 1082
9181 16786 4473
12014 11535 8421
25512 13626 6396
16863 22108 4602
2700 7317 3542
17800 30625 5905
22785 12848 4245
13821 28523 5783
7334 5418 4546
23751 19100 2337
28237 15360 9521
23037 29575 3464
4233 24567 6133
4827 537 1290
26034 8873 1659
6855 11417 6307
14467 10282 4021
1607 26755 2406
11722 30959 7873
20261 6796 6065
2443 32655 3342
14802 26082 6324
10777 8548 3051
4547 2641 9290
29313 34672 5305
21 28409 9448
26782 7460 9000
34258 11696 7751
6620 12410 6417
4858 29403 613
16303 28906 8412
22831 27043 828
2414 20230 3598
29500 22068 7239
26249 5634 2944
12893 15305 9044
24940 13162 5612
20050 10842 7456
19234 5100 564
6898 7128 4689
29178 30702 4253
23409 32688 9607
23922 23055 2019
1432 9219 3926
12961 14987 8202
16828 18643 1850
30059 3437 8181
26462 3049 450
21371 26568 7373
11673 375 5530
15176 12615 5692
22993 24351 7324
9691 18522 4529
431 1599 7199
34939 10905 1559
1136 24489 2939
21617 4967 4405
12566 22711 981
13238 16014 9056
486 23689 1030
23680 25492 3302
23540 13371 5786
13642 1968 505
3806 3555 9468
17215 4323 3785
23037 12594 4736
19089 30712 7463
24616 6192 1794
21606 28713 6145
30569 29516 6273
33535 11170 5675
30040 5967 2021
21255 7854 5961
2007 24241 1203
20244 24121 5679
1005 12667 5720
1037 8771 9088
6482 3077 5383
13917 31795 6507
23180 7538 9139
16389 20534 6494
25023 5720 3013
11285 4247 305
16540 21285 9142
8798 25272 5389
227 6535 5164
10449 6307 6330
34727 28 1114
13118 31098 7939
31733 32027 2396
5417 11458 7419
3546 30709 1728
6300 22407 1896
22176 26806 6604
10294 20882 2433
9258 28427 1593
12563 1147 8836
33170 6773 1765
30268 28234 9698
34218 2804 9388
12109 11329 2545
31266 8174 7379
31368 12488 4744
29981 19552 3077
34128 7941 3336
8166 12604 323
15367 2595 2221
34557 8162 2512
24443 28491 3613
14822 17546 542
21900 30380 765
2985 17540 1219
7917 6968 8768
25001 28441 5887
8388 27108 53
33382 31650 6981
5687 19728 1308
18108 15969 4862
11244 17163 6184
11467 10635 1614
4309 31348 2774
28368 12392 7537
17073 24209 1650
9621 3436 8167
21602 25224 4068
14809 10216 3924
17042 8041 6206
33171 17099 123
9349 10501 5070
33718 14484 3101
12347 9222 5703
16196 24253 6672
3609 32859 7912
14836 11916 8392
6129 18194 2637
1531 33477 3958
13066 11729 5383
8760 10217 7800
27045 22858 1863
29110 28395 4229
4901 4575 1382
19193 28429 4826
10682 16383 4641
25840 20359 4281
7004 15633 2565
10955 9893 8512
30780 30240 5218
26272 32439 637
31003 13231 6236
23255 16016 9707
4166 4067 5075
2078 13308 5175
20754 29324 9857
24950 1517 5211
30597 34543 1752
10381 15094 8185
24770 10828 9109
3774 10973 1316
8166 23095 108
6310 25883 6159
25919 18600 655
4611 14625 187
18188 26059 2134
31449 23875 8606
2514 178 6982
31827 27399 4479
25246 5929 8035
11270 25840 2804
20438 1667 2663
26983 34336 7585
32220 24579 946
24298 16174 3168
3020 13330 5003
33061 5110 5739
9900 28520 3096
24120 17842 4659
1081 33038 786
33883 17420 7461
1032 31748 4101
27424 9939 7569
28121 5204 2160
6949 31131 7952
4639 23419 8725
12145 23428 1303
24883 30876 497
14074 10788 3047
15588 22985 1181
20745 26357 4135
7286 21545 8802
6059 34293 5722
31803 1625 4465
33928 7238 9575
11128 31168 1666
26359 25859 6515
15831 33100 6551
2959 25243 2393
27252 32657 5922
18057 13929 2400
2096 6882 8528
12210 33079 1558
1861 25556 8264
11909 615 6746
33297 31131 3731
584 25416 6802
32188 24921 2589
20840 4684 9279
8910 1970 3937
3655 26265 6106
18472 23623 6887
5258 21546 7594
18432 1889 6868
31760 11290 1369
29017 1076 6305
12458 8996 5372
21336 7508 6890
28990 31073 3462
1140 31026 2388
17698 30598 7285
12808 10801 721
18227 14535 3447
6424 34051 8914
33800 2278 9790
15726 18574 9062
21717 17030 5621
19968 20446 8140
29924 11658 3832
15657 23590 3262
7936 3441 4774
6760 10690 7316
21551 15194 1372
11867 16653 3014
16964 15930 3571
31746 21456 6144
13659 15148 93
4487 28808 6776
27538 12919 3851
34854 32173 9466
20215 6128 6952
24430 29538 3760
33100 9321 6595
9539 18249 262
1150 15957 4002
26208 12097 3034
34252 33316 4853
21945 17330 6460
25745 27811 4294
30168 24347 511
14244 2598 6365
15494 2713 2598
13664 33320 2815
23442 22055 9378
430 1950 2492
4664 16944 7083
620 24796 4179
30289 27488 2305
33181 9036 9460
33039 1438 208
23453 22429 4939
5601 28305 9224
7909 14830 4612
31792 28570 5447
10611 1727 8671
11965 8379 3062
8272 17257 6068
32736 11310 3267
11499 14484 6927
4938 1052 3140
26196 1390 810
14018 25464 5082
23764 15960 6179
10032 16295 114
28711 28768 1639
13850 30727 5569
1624 7483 2071
16465 34921 1247
8040 5750 681
21237 1228 3597
29274 21972 8618
6864 29426 6322
20117 6737 3804
21461 27461 5932
22352 11705 5271
20662 28144 8014
27463 16398 2273
11233 14205 3230
6953 26607 8992
6929 27863 9350
10613 22801 4972
16522 321 5726
29900 33779 8469
5510 10612 8449
20452 12171 7262
15471 18308 2194
4365 23215 181
30929 28200 5399
18001 11889 1448
3645 33058 5155
12065 29902 6672
23639 32703 3383
31092 32391 631
25297 15209 9085
3791 30126 1652
27403 15653 5132
29612 1285 3208
24081 24561 8873
2159 15192 6294
34040 19593 3402
14804 27486 2474
23297 24918 6514
22486 15337 8189
33762 19758 5824
18571 1372 6396
20713 1265 7475
21904 20071 4505
32234 21972 1546
14324 12704 6630
6498 2899 7034
1341 18824 544
4563 997 7452
11759 29973 2286
8256 29018 8166
24960 9469 706
34595 25453 1133
7283 27670 335
29598 11928 9673
5319 18912 607
568 16507 9526
16282 25036 7984
9762 20852 6493
22069 22504 1940
21212 2144 8873
20114 25374 4785
